seed,step,action,q0,q1,hl2_mem_mean,hl2_mem_max,hl2_mem_min,obs0,obs1,obs2,obs3
42,235,0,,,-60318.625,135865,-160706,1.3980176448822021,0.17294153571128845,-0.012559988535940647,0.08129899948835373
42,236,1,,,-65946.9375,146842,-179794,1.401476502418518,-0.02199813537299633,-0.010934008285403252,0.3699929118156433
42,237,1,,,-56253.4375,130083,-154584,1.4010365009307861,0.17327743768692017,-0.0035341503098607063,0.07388250529766083
42,238,0,,,-64664.6875,150821,-178897,1.404502034187317,0.3684498965740204,-0.0020565001759678125,-0.21991336345672607
42,239,1,,,-55375.375,127510,-150406,1.411871075630188,0.17335738241672516,-0.006454767193645239,0.07212015241384506
42,240,0,,,-59345.9375,139680,-164999,1.415338158607483,0.36857128143310547,-0.005012364126741886,-0.2225922793149948
42,241,0,,,-55674.5,125199,-148734,1.422709584236145,0.17352132499217987,-0.009464209899306297,0.06850535422563553
42,242,1,,,-64303.5,140924,-173714,1.4261800050735474,-0.02146366611123085,-0.008094103075563908,0.35818731784820557
42,243,1,,,-56146.1875,126944,-150717,1.425750732421875,0.1737724095582962,-0.0009303565602749586,0.06296314299106598
42,244,0,,,-61300.125,136812,-165382,1.4292261600494385,0.3689076900482178,0.0003289062879048288,-0.2300131767988205
42,245,0,,,-55232.125,123513,-146997,1.436604380607605,0.17378103733062744,-0.004271357320249081,0.06277348101139069
42,246,1,,,-58114.5,127578,-156871,1.440079927444458,-0.021279409527778625,-0.0030158874578773975,0.35410571098327637
42,247,1,,,-55463.4375,123885,-148401,1.4396543502807617,0.1738853007555008,0.004066227003931999,0.06047332286834717
42,248,1,,,-59318.9375,137126,-163534,1.4431320428848267,0.36894869804382324,0.005275693256407976,-0.23092392086982727
42,249,0,,,-53583.3125,118269,-141437,1.45051109790802,0.5639948844909668,0.000657214957755059,-0.5219380259513855
42,250,0,,,-64363.375,145822,-174066,1.461790919303894,0.36886367201805115,-0.009781545959413052,-0.22904810309410095
42,251,0,,,-55528.1875,124722,-148188,1.4691681861877441,0.1738828718662262,-0.014362508431077003,0.06053340435028076
42,252,0,,,-60447.1875,133286,-157836,1.472645878791809,-0.02103024162352085,-0.013151840306818485,0.3486504852771759
42,253,1,,,-56844.25,123774,-154959,1.472225308418274,-0.21596269309520721,-0.006178830284625292,0.6371573209762573
42,254,1,,,-60539.625,136460,-164724,1.4679059982299805,-0.020755119621753693,0.006564316339790821,0.34253501892089844
42,255,1,,,-57642.4375,125404,-152595,1.4674909114837646,0.1742728352546692,0.013415016233921051,0.0519292838871479
42,256,1,,,-60467.1875,135126,-162489,1.4709763526916504,0.36919987201690674,0.014453602023422718,-0.23649108409881592
42,257,0,,,-54344.75,117404,-141680,1.4783604145050049,0.5641123652458191,0.009723780676722527,-0.5245801210403442
42,258,1,,,-63067.5625,143545,-169081,1.48964262008667,0.36885493993759155,-0.0007678215042687953,-0.22884903848171234
42,259,0,,,-54130.4375,117264,-140909,1.4970197677612305,0.5639878511428833,-0.005344802513718605,-0.5217740535736084
42,260,0,,,-57412.375,130741,-154124,1.508299469947815,0.3689415454864502,-0.015780283138155937,-0.23078013956546783
42,261,0,,,-53473.25,117397,-141083,1.5156782865524292,0.17404860258102417,-0.020395886152982712,0.056883662939071655
42,262,0,,,-61989.5625,139032,-164073,1.5191593170166016,-0.020775053650140762,-0.01925821416079998,0.3430624008178711
42,263,1,,,-55966.25,120026,-151441,1.5187437534332275,-0.2156178057193756,-0.01239696517586708,0.6296107769012451
42,264,1,,,-54199.8125,118407,-145178,1.5144314765930176,-0.02032507210969925,0.0001952499005710706,0.33304956555366516
42,265,1,,,-55683.9375,124482,-150489,1.5140249729156494,0.17479409277439117,0.006856241263449192,0.04042821377515793
42,266,0,,,-60136.5625,133905,-161682,1.517520785331726,0.3698170781135559,0.00766480527818203,-0.2500836253166199
42,267,1,,,-55114.5,121640,-148374,1.5249171257019043,0.17458650469779968,0.0026631327345967293,0.04500703513622284
42,268,0,,,-58773.125,128628,-155740,1.5284088850021362,0.36967015266418457,0.0035632732324302197,-0.24683445692062378
42,269,1,,,-55279.0,122327,-149090,1.5358022451400757,0.17449750006198883,-0.0013734159292653203,0.046970270574092865
42,270,0,,,-59707.0625,131581,-157973,1.5392922163009644,0.369639128446579,-0.00043401046423241496,-0.24614566564559937
42,271,0,,,-55346.8125,123627,-149053,1.546684980392456,0.17452336847782135,-0.0053569236770272255,0.04640033468604088
42,272,1,,,-53250.1875,115938,-143275,1.5501755475997925,-0.020521357655525208,-0.004428917076438665,0.3373883068561554
42,273,1,,,-60955.75,134651,-161572,1.5497651100158691,0.17466333508491516,0.0023188490886241198,0.04331203177571297
42,274,1,,,-52969.0625,114000,-140691,1.5532582998275757,0.3697519600391388,0.0031850896775722504,-0.24863837659358978
42,275,0,,,-55075.1875,121641,-145466,1.5606533288955688,0.5648282766342163,-0.0017876778729259968,-0.5403149724006653
42,276,0,,,-58942.1875,127373,-155301,1.5719499588012695,0.36973151564598083,-0.012593977153301239,-0.2481958419084549
42,277,0,,,-56210.0,124503,-148138,1.579344630241394,0.17479164898395538,-0.017557892948389053,0.040488217025995255
42,278,0,,,-53172.0625,115361,-140966,1.5828404426574707,-0.02007417567074299,-0.016748128458857536,0.32758015394210815
42,279,0,,,-57028.25,123965,-156710,1.5824389457702637,-0.2149537354707718,-0.010196526534855366,0.6149348020553589
42,280,1,,,-61691.9375,137968,-168625,1.5781399011611938,-0.4099317491054535,0.002102169208228588,0.9043888449668884
42,281,1,,,-59650.0625,132280,-163419,1.5699411630630493,-0.21483832597732544,0.02018994651734829,0.6123673915863037
42,282,1,,,-60810.3125,136303,-162633,1.5656445026397705,-0.02000427059829235,0.032437294721603394,0.3261113464832306
42,283,1,,,-56246.5,128135,-151231,1.5652443170547485,0.1746411919593811,0.03895952180027962,0.04383162036538124
42,284,1,,,-57353.625,132349,-157393,1.5687371492385864,0.3691834509372711,0.039836153388023376,-0.23630912601947784
42,285,1,,,-56479.125,125009,-150466,1.5761208534240723,0.5637142658233643,0.03510997071862221,-0.5161651372909546
42,286,0,,,-54050.6875,114748,-143189,1.587395191192627,0.7583246827125549,0.02478666789829731,-0.7975806593894958
42,287,0,,,-53150.0,118254,-143546,1.602561593055725,0.5628715753555298,0.00883505493402481,-0.4972045123577118
42,288,1,,,-60070.125,134212,-164228,1.6138191223144531,0.3676261901855469,-0.001109035685658455,-0.20175036787986755
42,289,0,,,-56479.8125,120149,-147145,1.6211715936660767,0.5627639889717102,-0.005144042894244194,-0.4947829246520996
42,290,1,,,-58673.125,133050,-160347,1.6324268579483032,0.36771494150161743,-0.015039701946079731,-0.20372559130191803
42,291,0,,,-53451.625,116824,-140901,1.63978111743927,0.5630487203598022,-0.019114213064312935,-0.5011146068572998
42,292,0,,,-55470.0625,124013,-149517,1.651042103767395,0.368201345205307,-0.029136504977941513,-0.21451619267463684
42,293,0,,,-58260.5,125170,-151920,1.658406138420105,0.17350780963897705,-0.03342682868242264,0.06883525103330612
42,294,0,,,-53723.3125,117809,-143597,1.6618763208389282,-0.021119361743330956,-0.03205012530088425,0.3507872521877289
42,295,0,,,-51072.4375,109136,-137417,1.6614539623260498,-0.21577119827270508,-0.025034379214048386,0.6331939697265625
42,296,1,,,-60290.0,131690,-161925,1.657138466835022,-0.41053512692451477,-0.012370500713586807,0.9178889393806458
42,297,1,,,-58977.1875,129311,-158932,1.6489278078079224,-0.21524815261363983,0.005987278651446104,0.6213440299034119
42,298,1,,,-54644.5625,120455,-146314,1.644622802734375,-0.02021031640470028,0.01841416023671627,0.3305528163909912
42,299,1,,,-55668.1875,126018,-149780,1.6442186832427979,0.17464473843574524,0.02502521499991417,0.04373323544859886
42,300,1,,,-56579.4375,128927,-153807,1.6477115154266357,0.3693990707397461,0.02589988149702549,-0.24095013737678528
42,301,1,,,-58398.125,132655,-158038,1.6550995111465454,0.5641416311264038,0.021080877631902695,-0.5253523588180542
42,302,0,,,-51985.3125,106454,-135030,1.6663823127746582,0.7589607238769531,0.010573831386864185,-0.8113186359405518
42,303,0,,,-53286.0,117913,-142091,1.6815615892410278,0.56369549036026,-0.0056525422260165215,-0.515328586101532
42,304,0,,,-53809.4375,117854,-143764,1.6928354501724243,0.3686535954475403,-0.015959113836288452,-0.22443225979804993
42,305,0,,,-53365.5,117945,-142469,1.7002085447311401,0.17376334965229034,-0.020447758957743645,0.06317412853240967
42,306,1,,,-53122.125,115877,-142387,1.703683853149414,-0.021059557795524597,-0.019184276461601257,0.349336177110672
42,307,1,,,-56110.9375,122348,-148456,1.7032625675201416,0.17432990670204163,-0.012197553180158138,0.050666067749261856
42,308,0,,,-53851.1875,118509,-143614,1.7067492008209229,0.36962461471557617,-0.011184231378138065,-0.2458401918411255
42,309,0,,,-52401.75,114628,-139885,1.7141417264938354,0.1746641844511032,-0.016101036220788956,0.04329407960176468
42,310,1,,,-54568.625,120559,-146260,1.7176350355148315,-0.020223233848810196,-0.015235153958201408,0.33085381984710693
42,311,0,,,-55458.125,120156,-146884,1.7172305583953857,0.17511223256587982,-0.00861807819455862,0.033405646681785583
42,312,1,,,-53448.5,116201,-141037,1.7207328081130981,-0.019885078072547913,-0.007949965074658394,0.32335707545280457
42,313,1,,,-57660.75,132876,-156606,1.7203351259231567,0.1753491759300232,-0.001482823514379561,0.028177687898278236
42,314,0,,,-56639.5625,120815,-149947,1.7238420248031616,0.3704923391342163,-0.0009192698053084314,-0.2649727165699005
42,315,1,,,-54198.6875,121396,-145723,1.7312519550323486,0.1753835380077362,-0.006218723952770233,0.027420122176408768
42,316,0,,,-52502.75,113819,-140432,1.7347595691680908,0.3705941140651703,-0.005670321639627218,-0.26721838116645813
42,317,0,,,-55689.75,121315,-147983,1.7421714067459106,0.17555354535579681,-0.01101468876004219,0.023670708760619164
42,318,1,,,-55424.75,122336,-148242,1.7456824779510498,-0.019408728927373886,-0.010541275143623352,0.31285813450813293
42,319,1,,,-55551.0,125344,-150643,1.7452943325042725,0.17586179077625275,-0.004284112714231014,0.01686953566968441
42,320,0,,,-52789.625,115237,-141391,1.7488116025924683,0.37104493379592896,-0.0039467220194637775,-0.27716198563575745
42,321,1,,,-59296.25,133800,-162672,1.756232500076294,0.17597949504852295,-0.00948996189981699,0.014273528009653091
42,322,0,,,-55792.0625,121808,-147901,1.7597520351409912,0.37123626470565796,-0.009204491041600704,-0.28138843178749084
42,323,0,,,-55471.4375,124847,-149715,1.7671767473220825,0.1762467920780182,-0.01483225915580988,0.008377288468182087
42,324,0,,,-53804.5,116203,-141840,1.7707017660140991,-0.018659330904483795,-0.014664714224636555,0.2963438034057617
42,325,0,,,-54597.125,118588,-147430,1.7703285217285156,-0.21356919407844543,-0.008737837895751,0.5843659043312073
42,326,1,,,-56186.5,118560,-148810,1.7660571336746216,-0.4085676670074463,0.0029494797345250845,0.874283492565155
42,327,1,,,-52914.5,113094,-146835,1.7578858137130737,-0.2134859263896942,0.0204351507127285,0.5825293660163879
42,328,1,,,-52277.5625,110623,-139171,1.7536160945892334,-0.018656153231859207,0.032085735350847244,0.29635322093963623
42,329,1,,,-56983.5625,129259,-157822,1.7532429695129395,0.17599405348300934,0.038012802600860596,0.013959785923361778
42,330,1,,,-54207.625,118172,-146254,1.7567628622055054,0.37055081129074097,0.03829199820756912,-0.26649147272109985
42,331,1,,,-53821.4375,117770,-143850,1.7641738653182983,0.5651059150695801,0.032962169498205185,-0.546855092048645
42,332,0,,,-53684.5,110651,-139673,1.7754759788513184,0.7597496509552002,0.02202506549656391,-0.8289729356765747
42,333,0,,,-57276.0625,121235,-149739,1.7906709909439087,0.5643336176872253,0.005445606540888548,-0.5294451713562012
42,334,1,,,-54994.875,120748,-148029,1.801957607269287,0.3691354990005493,-0.005143297370523214,-0.23505131900310516
42,335,0,,,-51385.5,104245,-132953,1.8093403577804565,0.564330518245697,-0.009844323620200157,-0.5293521285057068
42,336,1,,,-50559.125,105443,-133647,1.820626974105835,0.3693484663963318,-0.020431367680430412,-0.23978738486766815
42,337,0,,,-50627.625,103984,-130806,1.8280138969421387,0.5647562146186829,-0.02522711455821991,-0.5388442873954773
42,338,0,,,-52649.375,112539,-139162,1.8393090963363647,0.3699978291988373,-0.036003999412059784,-0.25421562790870667
42,339,0,,,-52591.4375,111548,-138939,1.8467090129852295,0.17540797591209412,-0.04108831286430359,0.0268971249461174
42,340,0,,,-50576.375,104211,-133119,1.8502172231674194,-0.019101392477750778,-0.04055036976933479,0.3063383400440216
42,341,0,,,-53272.3125,112212,-142687,1.8498351573944092,-0.21362274885177612,-0.03442360460758209,0.5859619975090027
42,342,0,,,-55797.6875,116349,-145761,1.8455626964569092,-0.40824607014656067,-0.022704362869262695,0.867605447769165
42,343,1,,,-55219.4375,116188,-146318,1.837397813796997,-0.6030518412590027,-0.005352253559976816,1.153064250946045
42,344,1,,,-54223.4375,112731,-146108,1.8253366947174072,-0.40786048769950867,0.01770903170108795,0.8587079048156738
42,345,1,,,-51694.875,109787,-140251,1.817179560661316,-0.21298418939113617,0.03488318994641304,0.5716454982757568
42,346,1,,,-54377.1875,113348,-141928,1.8129198551177979,-0.018368305638432503,0.046316102147102356,0.2901528477668762
42,347,1,,,-57793.5,130200,-156951,1.8125524520874023,0.1760636568069458,0.05211915820837021,0.012429716996848583
42,348,1,,,-52379.1875,112168,-140121,1.8160737752914429,0.37040090560913086,0.05236775055527687,-0.2633642256259918
42,349,1,,,-51789.25,110847,-139024,1.823481798171997,0.5647377967834473,0.04710046574473381,-0.5390808582305908
42,350,0,,,-52632.375,109010,-136598,1.834776520729065,0.7591670751571655,0.03631884977221489,-0.8165588974952698
42,351,1,,,-54828.6875,117150,-144438,1.8499598503112793,0.5635672211647034,0.019987672567367554,-0.5126771926879883
42,352,0,,,-59243.1875,122603,-153451,1.8612312078475952,0.7584019899368286,0.009734127670526505,-0.7989950180053711
42,353,0,,,-56592.875,118357,-147662,1.876399278640747,0.5631478428840637,-0.0062457723543047905,-0.503265917301178
42,354,1,,,-56396.375,123298,-151360,1.8876621723175049,0.36811450123786926,-0.01631109043955803,-0.2125578224658966
42,355,0,,,-57021.0,115960,-146955,1.8950245380401611,0.5634658336639404,-0.020562248304486275,-0.5103410482406616
42,356,0,,,-52341.125,109088,-138249,1.9062938690185547,0.3686394691467285,-0.030769068747758865,-0.22420820593833923
42,357,0,,,-56415.5,121017,-148343,1.9136666059494019,0.17397049069404602,-0.03525323420763016,0.05861237272620201
42,358,0,,,-54581.8125,117839,-145022,1.9171459674835205,-0.02062872238457203,-0.03408098593354225,0.3399675190448761
42,359,1,,,-52781.75,115087,-144746,1.9167335033416748,-0.21524958312511444,-0.027281634509563446,0.6217114329338074
42,360,1,,,-52742.875,111148,-138350,1.9124284982681274,-0.019757503643631935,-0.014847407117486,0.3205626308917999
42,361,1,,,-56903.6875,126887,-155794,1.9120333194732666,0.1755727082490921,-0.008436154574155807,0.023234611377120018
42,362,1,,,-53256.125,114560,-142715,1.9155447483062744,0.37081462144851685,-0.007971461862325668,-0.27209803462028503
42,363,0,,,-49931.75,101810,-130175,1.9229609966278076,0.5660493969917297,-0.013413422740995884,-0.5672844648361206
42,364,0,,,-49379.375,101001,-131138,1.9342820644378662,0.3711181581020355,-0.024759111925959587,-0.27885735034942627
42,365,0,,,-52223.5,110262,-140230,1.9417043924331665,0.17635799944400787,-0.030336258932948112,0.005914917681366205
42,366,0,,,-50351.3125,105023,-130811,1.945231556892395,-0.018316050991415977,-0.030217960476875305,0.28887414932250977
42,367,0,,,-52866.9375,112554,-142384,1.9448652267456055,-0.21299435198307037,-0.024440478533506393,0.5718755722045898
42,368,1,,,-51140.375,107917,-136407,1.9406054019927979,-0.4077652096748352,-0.013002967461943626,0.856759786605835
42,369,1,,,-53346.25,116754,-147521,1.9324500560760498,-0.21246853470802307,0.0041322289034724236,0.5600168108940125
42,370,1,,,-49402.75,102804,-131002,1.9282007217407227,-0.017404822632670403,0.01533256471157074,0.26863858103752136
42,371,1,,,-54138.9375,118017,-147734,1.9278526306152344,0.17749500274658203,0.020705336704850197,-0.019169185310602188
42,372,1,,,-53455.75,115131,-142842,1.9314024448394775,0.3723139762878418,0.020321952179074287,-0.30524808168411255
42,373,0,,,-50890.625,104390,-131414,1.9388487339019775,0.567140519618988,0.01421699021011591,-0.5914533138275146
42,374,1,,,-52172.75,110344,-137251,1.950191617012024,0.37182244658470154,0.002387923886999488,-0.29432615637779236
42,375,0,,,-55283.125,111837,-140973,1.9576280117034912,0.5669102668762207,-0.003498599398881197,-0.5862550139427185
42,376,0,,,-50422.0625,103377,-130029,1.9689662456512451,0.3718374967575073,-0.015223699621856213,-0.2946762442588806
42,377,1,,,-54249.1875,118598,-144830,1.976402997970581,0.17693586647510529,-0.021117225289344788,-0.006833250634372234
42,378,0,,,-48908.1875,99539,-128497,1.979941725730896,0.3723542094230652,-0.021253889426589012,-0.3061034083366394
42,379,1,,,-54086.125,117476,-145761,1.9873887300491333,0.17754146456718445,-0.027375956997275352,-0.02019847184419632
42,380,0,,,-52479.1875,106325,-136025,1.9909396171569824,0.3730451166629791,-0.027779927477240562,-0.32139158248901367
42,381,0,,,-51498.75,109291,-138261,1.9984005689620972,0.17832954227924347,-0.03420775756239891,-0.0375971756875515
42,382,0,,,-49489.8125,99954,-126883,2.001967191696167,-0.01628558710217476,-0.03495970368385315,0.24409961700439453
42,383,0,,,-53609.1875,112397,-141884,2.0016415119171143,-0.21089120209217072,-0.030077708885073662,0.5255536437034607
42,384,1,,,-53083.6875,114220,-143542,1.997423529624939,-0.40557727217674255,-0.01956663653254509,0.808609127998352
42,385,0,,,-54365.9375,117171,-145922,1.9893120527267456,-0.2101927399635315,-0.0033944540191441774,0.5098361968994141
42,386,1,,,-51005.4375,107526,-138740,1.9851081371307373,-0.4052667021751404,0.0068022701889276505,0.8014475107192993
42,387,1,,,-52040.0,111170,-141306,1.9770028591156006,-0.21023871004581451,0.02283122017979622,0.5109121203422546
42,388,1,,,-52149.375,111359,-139494,1.9727981090545654,-0.015445688739418983,0.03304946422576904,0.22551055252552032
42,389,1,,,-54110.5,118344,-148002,1.9724891185760498,0.17918871343135834,0.03755967319011688,-0.056566864252090454
42,390,1,,,-50162.8125,106473,-135028,1.976072907447815,0.37375256419181824,0.036428336054086685,-0.33716684579849243
42,391,0,,,-52130.8125,109322,-136598,1.9835479259490967,0.5683376789093018,0.029684999957680702,-0.6181433200836182
42,392,1,,,-52780.3125,113951,-140562,1.9949147701263428,0.3728139400482178,0.017322132363915443,-0.31626078486442566
42,393,0,,,-49593.375,102330,-128587,2.002371072769165,0.5676849484443665,0.010996917262673378,-0.603430986404419
42,394,1,,,-50953.75,106313,-134128,2.0137248039245605,0.3724108934402466,-0.0010717023396864533,-0.30730462074279785
42,395,0,,,-56813.25,117237,-146263,2.0211730003356934,0.5675480961799622,-0.007217795122414827,-0.600325345993042
42,396,1,,,-50610.625,105427,-131870,2.0325238704681396,0.3725278675556183,-0.01922430284321308,-0.3099246323108673
42,397,0,,,-53326.6875,108857,-138486,2.0399744510650635,0.5679183602333069,-0.025422794744372368,-0.608607828617096
42,398,0,,,-53337.375,107733,-137953,2.051332712173462,0.3731608986854553,-0.03759495168924332,-0.324039489030838
42,399,0,,,-50708.25,104834,-134809,2.058795928955078,0.17859385907649994,-0.04407574236392975,-0.043445486575365067
42,400,0,,,-46930.75,90403,-118060,2.0623679161071777,-0.015869254246354103,-0.044944651424884796,0.23501183092594147
42,401,0,,,-51725.375,106510,-134679,2.0620505809783936,-0.21032120287418365,-0.040244415402412415,0.5131859183311462
42,402,0,,,-54949.1875,115323,-147268,2.0578441619873047,-0.4048539102077484,-0.029980696737766266,0.7929200530052185
42,403,1,,,-50219.3125,107599,-133330,2.0497469902038574,-0.5995517373085022,-0.014122295193374157,1.0760225057601929
42,404,1,,,-51244.0,109180,-140735,2.0377559661865234,-0.40424609184265137,0.007398155517876148,0.7789414525032043
42,405,1,,,-52295.5,111149,-141988,2.0296709537506104,-0.20922662317752838,0.022976985201239586,0.48859530687332153
42,406,1,,,-54769.0,111357,-143095,2.025486469268799,-0.014436253346502781,0.03274888917803764,0.2032415270805359
42,407,1,,,-53010.875,112581,-142308,2.025197744369507,0.1802024096250534,0.03681372106075287,-0.078933484852314
42,408,1,,,-50284.375,104593,-133103,2.028801918029785,0.37477782368659973,0.035235051065683365,-0.3597780466079712
42,409,0,,,-49682.625,100302,-127160,2.03629732131958,0.5693816542625427,0.028039490804076195,-0.641145646572113
42,410,1,,,-51840.3125,108969,-135894,2.047685146331787,0.3738802671432495,0.015216577798128128,-0.33976632356643677
42,411,0,,,-49418.9375,99152,-125801,2.0551626682281494,0.5687824487686157,0.00842125155031681,-0.6276122331619263
42,412,0,,,-50154.625,102630,-129789,2.0665383338928223,0.37354397773742676,-0.004130993038415909,-0.33228906989097595
42,413,0,,,-52307.9375,109129,-138052,2.0740091800689697,0.1784810572862625,-0.010776774026453495,-0.0409117229282856
42,414,0,,,-52329.5625,107922,-133578,2.0775787830352783,-0.016484715044498444,-0.01159500889480114,0.24835163354873657
42,415,1,,,-50202.875,105577,-135863,2.077249050140381,-0.21143917739391327,-0.0066279759630560875,0.5373548269271851
42,416,1,,,-53070.0625,105691,-134288,2.0730202198028564,-0.016224661841988564,0.004119120072573423,0.24259087443351746
42,417,1,,,-53614.125,115404,-146114,2.072695732116699,0.17883820831775665,0.008970937691628933,-0.04878993704915047
42,418,0,,,-50440.1875,103502,-130680,2.076272487640381,0.3738303780555725,0.007995138876140118,-0.33862900733947754
42,419,1,,,-54333.5,116846,-146130,2.083749294281006,0.17859558761119843,0.0012225585523992777,-0.04343562200665474
42,420,0,,,-50401.5,103647,-130805,2.0873210430145264,0.37369999289512634,0.0003538460296113044,-0.3357325792312622
42,421,1,,,-54532.75,117468,-146685,2.094794988632202,0.17857299745082855,-0.006360805593430996,-0.04293807968497276
42,422,0,,,-49617.5,100574,-127599,2.0983664989471436,0.3737855851650238,-0.007219566963613033,-0.3376210927963257
42,423,0,,,-53339.125,113440,-141633,2.105842351913452,0.1787670999765396,-0.013971989043056965,-0.047223541885614395
42,424,0,,,-51598.75,107001,-132252,2.109417676925659,-0.01615173928439617,-0.014916460029780865,0.24101856350898743
42,425,1,,,-50601.8125,107349,-138682,2.1090946197509766,-0.21105746924877167,-0.010096088983118534,0.528959333896637
42,426,1,,,-47370.5,95395,-123613,2.1048734188079834,-0.015794949606060982,0.0004830984689760953,0.23311230540275574
42,427,1,,,-51593.5,109991,-139537,2.104557514190674,0.1793200969696045,0.005145344417542219,-0.0594182051718235
42,428,0,,,-49882.25,101430,-128350,2.1081440448760986,0.374367892742157,0.003956980537623167,-0.3504733145236969
42,429,1,,,-54605.375,119897,-148174,2.115631341934204,0.17918989062309265,-0.0030524858739227057,-0.05654525011777878
42,430,0,,,-49594.125,100479,-127292,2.1192150115966797,0.3743554651737213,-0.0041833906434476376,-0.3501896858215332
42,431,0,,,-53022.5625,113592,-141597,2.126702308654785,0.17929327487945557,-0.011187184602022171,-0.05882885679602623
42,432,0,,,-50223.25,103574,-131061,2.1302881240844727,-0.015666503459215164,-0.01236376166343689,0.2303035408258438
42,433,1,,,-50310.25,104974,-137336,2.129974842071533,-0.21060961484909058,-0.0077576907351613045,0.5190610289573669
42,434,1,,,-54491.5625,114037,-145467,2.125762462615967,-0.015379313379526138,0.0026235294062644243,0.22394363582134247
42,435,1,,,-52488.5,112929,-142489,2.125454902648926,0.17970503866672516,0.007102401927113533,-0.0679105818271637
42,436,0,,,-49289.625,100788,-127408,2.129049062728882,0.37472444772720337,0.0057441904209554195,-0.3583442270755768
42,437,0,,,-53743.375,117203,-144715,2.1365435123443604,0.17952130734920502,-0.0014226939529180527,-0.06385556608438492
42,438,1,,,-52685.0,106863,-138116,2.14013409614563,-0.015580211766064167,-0.0026998051907867193,0.22837814688682556
42,439,1,,,-51806.625,110922,-140439,2.139822483062744,0.1795802116394043,0.0018677577609196305,-0.06515516340732574
42,440,0,,,-49631.8125,102414,-128652,2.14341402053833,0.37467533349990845,0.0005646545323543251,-0.3572482168674469
42,441,0,,,-52280.125,111524,-138558,2.150907516479492,0.17954537272453308,-0.006580309942364693,-0.06438729166984558
42,442,1,,,-48175.875,97460,-126336,2.154498338699341,-0.015481625683605671,-0.007868055254220963,0.2262122631072998
42,443,0,,,-53259.125,115856,-141671,2.154188871383667,0.17975188791751862,-0.0033438103273510933,-0.0689421221613884
42,444,1,,,-55351.375,117682,-148132,2.1577837467193604,-0.015321969985961914,-0.004722652956843376,0.22268393635749817
42,445,1,,,-52361.375,114361,-143139,2.157477378845215,0.17986716330051422,-0.0002689739631023258,-0.07148494571447372
42,446,0,,,-49132.3125,101213,-127142,2.161074638366699,0.3749929666519165,-0.0016986728878691792,-0.3642527163028717
42,447,0,,,-53035.0625,114484,-141449,2.168574571609497,0.17989520728588104,-0.008983727544546127,-0.07210589945316315
42,448,0,,,-51792.8125,109516,-138569,2.1721725463867188,-0.015096811577677727,-0.01042584516108036,0.2177291363477707
42,449,1,,,-49941.75,104916,-132699,2.171870470046997,-0.21006818115711212,-0.006071262527257204,0.5071051716804504
42,450,1,,,-54557.0625,118058,-147686,2.1676690578460693,-0.0148612130433321,0.004070840310305357,0.21251516044139862
42,451,1,,,-53550.3125,119201,-147020,2.167371988296509,0.18020230531692505,0.008321143686771393,-0.07888086885213852
42,452,0,,,-49308.5,102112,-128048,2.170975923538208,0.3752039968967438,0.0067435260862112045,-0.36892688274383545
42,453,0,,,-52882.0,116146,-144363,2.1784801483154297,0.1799868643283844,-0.0006350113544613123,-0.074125275015831
42,454,1,,,-51476.4375,105074,-137133,2.182079792022705,-0.015125975012779236,-0.002117516938596964,0.21835723519325256
42,455,0,,,-51146.1875,107824,-138158,2.181777238845825,0.18002618849277496,0.0022496276069432497,-0.07499289512634277
42,456,1,,,-48725.625,100903,-130725,2.185377836227417,-0.015127947553992271,0.0007497697952203453,0.21839894354343414
42,457,1,,,-51648.25,110771,-140713,2.185075283050537,0.17998327314853668,0.005117748863995075,-0.07404737919569016
42,458,0,,,-51039.625,109409,-133779,2.1886749267578125,0.3750315010547638,0.0036368011496961117,-0.36511126160621643
42,459,0,,,-49946.5,104650,-132996,2.1961755752563477,0.1798580437898636,-0.003665423719212413,-0.07128379493951797
42,460,1,,,-48109.4375,98374,-128313,2.199772596359253,-0.015211168676614761,-0.005091099534183741,0.22024041414260864
42,461,1,,,-50971.625,108347,-138266,2.1994683742523193,0.17998318374156952,-0.0006862913724035025,-0.07404409348964691
42,462,0,,,-52760.75,112223,-137138,2.203068256378174,0.37511497735977173,-0.002167173195630312,-0.36694347858428955
42,463,0,,,-51955.875,111094,-137857,2.2105703353881836,0.18002387881278992,-0.0095060421153903,-0.07494466751813889
42,464,1,,,-48343.875,99321,-129072,2.2141709327697754,-0.014960513450205326,-0.011004935950040817,0.21472397446632385
42,465,0,,,-50985.5,105896,-134587,2.213871717453003,0.18031702935695648,-0.006710456684231758,-0.0814099907875061
42,466,1,,,-48086.3125,98560,-128408,2.217478036880493,-0.01470809057354927,-0.008338656276464462,0.20914824306964874
42,467,0,,,-48550.1875,96944,-128320,2.217183828353882,0.18053209781646729,-0.004155691713094711,-0.08615339547395706
42,468,1,,,-51147.6875,103737,-135449,2.220794439315796,-0.014530042186379433,-0.005878759548068047,0.20521551370620728
42,469,0,,,-47806.8125,95547,-125178,2.22050404548645,0.1806754767894745,-0.0017744491342455149,-0.08931605517864227
42,470,1,,,-47659.8125,96677,-125936,2.2241175174713135,-0.014420989900827408,-0.0035607703030109406,0.2028065025806427
42,471,0,,,-47510.4375,94636,-124083,2.2238290309906006,0.18075169622898102,0.0004953597672283649,-0.09099754691123962
